Taxonomic groups,Genus,Species,European IUCN Red List Version 2021-3,Regional IUCN Red List Version 2005,Regional Red List of vascular plants 2022,Latitude,Longitude,Source,Resolution
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8447,-6.85987,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8702,-6.84954,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8663,-7.06042,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9026,-7.16976,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8444,-6.75785,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8915,-6.69697,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9311,-7.00476,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8593,-7.20675,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.6974,-6.86453,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9463,-6.95851,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.898,-6.85328,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.7889,-6.95001,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8665,-6.52581,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9506,-6.9714,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.7245,-6.92143,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8512,-7.00172,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.7365,-6.85089,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8919,-7.01832,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8795,-6.76771,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9054,-7.0469,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8675,-6.83842,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8528,-7.03186,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9136,-6.99975,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9362,-6.75893,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8838,-7.06544,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9146,-6.77758,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9673,-6.79242,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8459,-6.85703,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9324,-7.1041,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9405,-7.05694,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8364,-6.80497,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8659,-6.73921,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8579,-6.78634,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9365,-6.75518,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8082,-6.96979,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.7731,-6.95984,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.859,-6.98665,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8586,-6.98778,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8412,-6.69626,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8144,-6.69872,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9276,-6.54869,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9035,-6.56406,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.7459,-6.56987,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.939059,-6.765095,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9226,-6.7304,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8994,-6.6498,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8155,-6.60179,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8563,-6.68716,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8291,-6.63023,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8546,-6.58798,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9713,-6.76881,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9527,-6.98618,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.7667,-6.56364,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8194,-6.57823,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8625,-6.54082,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8449,-6.53596,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9377,-7.17987,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8769,-7.21181,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8459,-7.17816,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.7892,-7.18655,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9459,-7.13272,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8514,-6.93266,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8865,-6.94262,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8635,-6.86198,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8946,-6.89548,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.6677,-6.93007,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8324,-7.14958,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8892,-7.14115,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9613,-6.77168,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.6407,-6.87322,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.7438,-6.56958,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9149,-7.09906,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9352,-6.98118,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9392,-6.95759,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8969,-6.93807,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8548,-6.58695,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8703,-7.03687,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9097,-6.67687,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9001,-6.88312,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9386,-6.61639,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8922,-6.99641,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9518,-6.97366,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8206,-6.67103,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.962,-7.10634,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.833,-6.88269,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8961,-6.77414,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.847,-6.55205,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.934,-6.58036,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9067,-6.75391,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9511,-6.95293,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8973,-6.86613,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9113,-6.56729,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8894,-6.80401,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9806,-6.79481,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.9538,-6.76387,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8597,-6.98649,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8536,-7.01413,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.8817,-6.84616,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.92,-7.08627,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.92,-7.0227,GBIF,GPS
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.932567365382376,-6.96895508149733,Floradata,1 Km
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.87452420493477,-6.753894452794556,Floradata,1 Km
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.86505074355228,-6.730129998166196,Floradata,1 Km
Birds,Certhia,Certhia brachydactyla,Least Concern (LC),Least Concern (LC),,41.86359958607805,-6.6578945534769165,Floradata,1 Km
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9199598586456,-6.98084250892796,Fiel collect data (Nuno Soares),GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.8058551365165,-6.86945028066285,Fiel collect data (Nuno Soares),GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9127729224009,-7.02170279584435,Fiel collect data (Nuno Soares),GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9467831009932,-7.07160927049513,Fiel collect data (Nuno Soares),GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9152116,-6.5696697,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9308538016,-6.5942001343,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.8634065613,-6.5817546844,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.8770203622,-6.5479373932,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.93444761,-6.5932559967,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.930344,-6.59567,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9238885569,-6.5845441818,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9289562469,-6.6240692139,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9306803311,-6.5911960602,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.8764270839,-6.5627861023,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.933626596,-6.6160869598,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9335946704,-6.6162157059,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.937831586,-6.6369438171,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.937703892,-6.6154003143,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9425160475,-6.6023111343,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9379688544,-6.6422653198,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9508321516,-6.5845012665,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.8942827093,-6.5756607056,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9235760367,-6.5784823895,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9364159641,-6.6404736042,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9368100272,-6.6323947906,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.8741781838,-6.5539174613,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9245829206,-6.5813635841,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.890461769,-6.5809210044,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.940215114,-6.6081393779,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9298697229,-6.595890845,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.8793337738,-6.5902124716,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.8138083333,-6.8622866667,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9378838022,-6.6335696669,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9379726848,-6.6112930134,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9375834888,-6.6123901861,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9407095983,-6.5750455857,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9472549817,-6.602171001,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9413823964,-6.6048269083,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9388738257,-6.6096925887,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9321817833,-6.5945464574,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9052989205,-6.7130569655,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9556416602,-6.76246354,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9116539514,-6.5659605326,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9437818316,-6.6049470711,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.8966407776,-6.6008319855,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9381288187,-6.6134458759,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9342835749,-6.6168937935,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.938482236,-6.6081383928,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.8801121101,-6.5820345234,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.8804806974,-6.582029833,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.943276181,-6.6050543636,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.8661261364,-6.5791683791,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.8756330701,-6.5789438276,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.8776177598,-6.5789355609,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9260723605,-6.5808422196,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9360938994,-6.6321478264,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9222143617,-6.5818465164,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9231313904,-6.585235357,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9063653897,-6.8609619141,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9383524167,-6.6399485,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9279802,-6.6203646,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9189184667,-6.5924985,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9236097667,-6.5784311833,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9236064167,-6.5784313833,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9236023333,-6.5784316167,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.92359995,-6.57843175,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.8310378489,-6.6050206686,INaturalist,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.938129,-6.613446,GBIF,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.934284,-6.616894,GBIF,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.938482,-6.608138,GBIF,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.902574,-6.568632,GBIF,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.932182,-6.594546,GBIF,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.955642,-6.762464,GBIF,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.911654,-6.565961,GBIF,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.943782,-6.604947,GBIF,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.905299,-6.713057,GBIF,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.938874,-6.609693,GBIF,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9154,-6.5761,GBIF,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.9139,-6.5856,GBIF,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.937634,-6.617596,GBIF,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.941382,-6.604827,GBIF,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.903088,-6.563266,GBIF,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.894283,-6.575661,GBIF,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.942516,-6.602311,GBIF,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.928956,-6.624069,GBIF,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.93681,-6.632395,GBIF,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.930344,-6.59567,GBIF,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.934448,-6.593256,GBIF,GPS
Mammals,Cervus,Cervus elaphus,Not Evaluated (NE),Least Concern (LC),,41.923889,-6.584544,GBIF,GPS
